Invoice ID,City,Product line,Unit price,Quantity,Date,Payment,Rating,year,month,day_of_week,profit,revenue,profit_margin,cost
272-65-1806,Yangon,Electronic accessories,60.88,9,2019-01-15,Ewallet,4.7,2019,1,Tuesday,547.9200000000001,481.4320010354877,1.1381046519996734,66.48799896451236
333-73-7901,Naypyitaw,Health and beauty,54.92,8,2019-03-23,Ewallet,7.6,2019,3,Saturday,439.36,429.42007213732984,1.0231473294045075,9.93992786267018
777-82-7220,Mandalay,Home and lifestyle,30.12,8,2019-03-03,Cash,7.7,2019,3,Sunday,240.96,197.360589786694,1.2209124438695078,43.59941021330603
280-35-5823,Mandalay,Home and lifestyle,86.72,1,2019-01-17,Ewallet,7.9,2019,1,Thursday,86.72,53.3817109118364,1.6245264252250007,33.3382890881636
554-53-8700,Naypyitaw,Home and lifestyle,56.11,2,2019-02-02,Cash,6.3,2019,2,Saturday,112.22,87.76502753313301,1.2786414264797532,24.454972466866998
354-25-5821,Mandalay,Sports and travel,69.12,6,2019-02-08,Cash,5.6,2019,2,Friday,414.72,329.5147328562231,1.2585780198816012,85.20526714377694
228-96-1411,Naypyitaw,Food and beverages,98.7,8,2019-03-04,Cash,7.6,2019,3,Monday,789.6,782.6547842694789,1.0088739197282282,6.945215730521064
617-15-4209,Naypyitaw,Health and beauty,15.37,2,2019-03-16,Cash,7.2,2019,3,Saturday,30.74,-17.471377291504613,-1.7594491543003425,48.21137729150461
132-32-9879,Mandalay,Electronic accessories,93.96,4,2019-03-09,Cash,9.5,2019,3,Saturday,375.84,311.612266852742,1.206114264357924,64.22773314725802
574-22-5561,Naypyitaw,Fashion accessories,82.63,10,2019-03-19,Ewallet,7.9,2019,3,Tuesday,826.3,802.756286562522,1.0293285942839443,23.543713437478054
326-78-5178,Naypyitaw,Food and beverages,91.4,7,2019-02-03,Cash,9.5,2019,2,Sunday,639.8000000000001,630.1526090365703,1.0153096104421109,9.647390963429746
162-48-8011,Yangon,Food and beverages,44.59,5,2019-02-10,Cash,8.5,2019,2,Sunday,222.95000000000002,212.96903492463184,1.046865804124531,9.98096507536817
616-24-2851,Mandalay,Fashion accessories,17.87,4,2019-03-22,Ewallet,6.5,2019,3,Friday,71.48,25.211851703857576,2.8351745377378648,46.26814829614243
778-71-5554,Naypyitaw,Fashion accessories,15.43,1,2019-01-25,Credit card,6.1,2019,1,Friday,15.43,-25.50616309496511,-0.6049518284091058,40.93616309496511
242-55-6721,Mandalay,Home and lifestyle,16.16,2,2019-03-07,Ewallet,6.5,2019,3,Thursday,32.32,-0.09100381691116155,-355.14993872785544,32.41100381691116
399-46-5918,Naypyitaw,Electronic accessories,85.98,8,2019-02-28,Cash,8.2,2019,2,Thursday,687.84,615.0300335467313,1.1183844080481584,72.80996645326874
106-35-6779,Yangon,Home and lifestyle,44.34,2,2019-03-27,Cash,5.8,2019,3,Wednesday,88.68,71.43802881730673,1.241355640240121,17.241971182693277
635-40-6220,Yangon,Health and beauty,89.6,8,2019-02-07,Ewallet,6.6,2019,2,Thursday,716.8,686.3490327796327,1.0443665915824845,30.450967220367218
817-48-8732,Yangon,Home and lifestyle,72.35,10,2019-01-20,Cash,5.4,2019,1,Sunday,723.5,704.9235948776864,1.0263523667774759,18.576405122313602
120-06-4233,Naypyitaw,Electronic accessories,30.61,6,2019-03-12,Cash,9.3,2019,3,Tuesday,183.66,123.09329593231675,1.4920390148703635,60.56670406768324
285-68-5083,Naypyitaw,Sports and travel,24.74,3,2019-02-15,Credit card,10.0,2019,2,Friday,74.22,54.154217989649,1.3705303622736527,20.065782010351
803-83-5989,Naypyitaw,Home and lifestyle,55.73,6,2019-02-24,Ewallet,7.0,2019,2,Sunday,334.38,316.1109789594623,1.0577930608442438,18.269021040537716
347-34-2234,Mandalay,Sports and travel,55.07,9,2019-02-03,Ewallet,10.0,2019,2,Sunday,495.63,329.98007659331375,1.501999772582763,165.64992340668624
199-75-8169,Yangon,Sports and travel,15.81,10,2019-03-06,Credit card,8.6,2019,3,Wednesday,158.1,53.52496816458766,2.953761682096611,104.57503183541233
853-23-2453,Mandalay,Health and beauty,75.74,4,2019-02-14,Cash,7.6,2019,2,Thursday,302.96,258.56764001839684,1.1716856756647687,44.392359981603136
877-22-3308,Yangon,Health and beauty,15.87,10,2019-03-13,Cash,5.8,2019,3,Wednesday,158.7,146.06952017615993,1.0864689622352952,12.630479823840071
838-78-4295,Naypyitaw,Health and beauty,33.47,2,2019-02-10,Ewallet,6.7,2019,2,Sunday,66.94,39.90562481006312,1.6774577598674647,27.034375189936885
109-28-2512,Mandalay,Fashion accessories,97.61,6,2019-01-07,Ewallet,9.9,2019,1,Monday,585.66,511.08404687871075,1.145917200070593,74.57595312128919
232-11-3025,Yangon,Sports and travel,78.77,10,2019-01-24,Cash,6.4,2019,1,Thursday,787.6999999999999,602.4184885695528,1.3075627905617564,185.28151143044713
382-03-4532,Yangon,Health and beauty,18.33,1,2019-02-02,Cash,4.3,2019,2,Saturday,18.33,-25.63365212784165,-0.7150756321644512,43.96365212784165
393-65-2792,Naypyitaw,Food and beverages,89.48,10,2019-01-06,Credit card,9.6,2019,1,Sunday,894.8000000000001,888.1177459385268,1.0075240632135007,6.682254061473229
796-12-2025,Naypyitaw,Fashion accessories,62.12,10,2019-02-11,Cash,5.9,2019,2,Monday,621.1999999999999,527.0508809843162,1.1786338329230217,94.14911901568371
510-95-6347,Mandalay,Food and beverages,48.52,3,2019-03-05,Ewallet,4.0,2019,3,Tuesday,145.56,138.1157786896783,1.0538984132077156,7.4442213103217
841-35-6630,Naypyitaw,Electronic accessories,75.91,6,2019-03-09,Cash,8.7,2019,3,Saturday,455.46,408.33880044393743,1.1153973110192648,47.12119955606257
287-21-9091,Yangon,Home and lifestyle,74.67,9,2019-01-22,Ewallet,9.4,2019,1,Tuesday,672.03,639.005178000279,1.0516816187672686,33.024821999720956
732-94-0499,Naypyitaw,Electronic accessories,41.65,10,2019-01-13,Credit card,5.4,2019,1,Sunday,416.5,374.75628311284527,1.111388971361382,41.743716887154754
263-10-3913,Naypyitaw,Fashion accessories,49.04,9,2019-01-09,Credit card,8.6,2019,1,Wednesday,441.36,388.1793649494969,1.1370001598550248,53.180635050503106
381-20-0914,Yangon,Fashion accessories,20.01,9,2019-01-12,Credit card,5.7,2019,1,Saturday,180.09,92.27338529128768,1.9517003676790845,87.81661470871232
829-49-1914,Naypyitaw,Food and beverages,78.31,10,2019-03-05,Ewallet,6.6,2019,3,Tuesday,783.1,775.9062850453091,1.0092713709030863,7.193714954690905
756-01-7507,Naypyitaw,Health and beauty,20.38,5,2019-01-22,Cash,6.0,2019,1,Tuesday,101.89999999999999,63.40725418871798,1.6070716403633674,38.49274581128201
870-72-4431,Naypyitaw,Health and beauty,99.19,6,2019-01-21,Credit card,5.5,2019,1,Monday,595.14,552.6005448343411,1.0769804799566591,42.53945516565891
847-38-7188,Mandalay,Food and beverages,96.68,3,2019-01-26,Ewallet,6.4,2019,1,Saturday,290.04,286.5800019927437,1.0120734105073526,3.45999800725633
480-63-2856,Naypyitaw,Food and beverages,19.25,8,2019-01-23,Ewallet,6.6,2019,1,Wednesday,154.0,145.27622331926938,1.0600495833482582,8.723776680730623
787-56-0757,Naypyitaw,Food and beverages,80.36,4,2019-02-23,Credit card,8.3,2019,2,Saturday,321.44,312.94834779988497,1.0271343570266906,8.49165220011505
360-39-5055,Naypyitaw,Sports and travel,48.91,5,2019-03-09,Cash,6.6,2019,3,Saturday,244.54999999999998,80.45397783321647,3.039625964883421,164.0960221667835
730-50-9884,Naypyitaw,Sports and travel,83.06,7,2019-03-05,Ewallet,4.0,2019,3,Tuesday,581.4200000000001,478.22430541855954,1.2157893135337818,103.1956945814405
362-58-8315,Naypyitaw,Fashion accessories,76.52,5,2019-03-25,Cash,9.9,2019,3,Monday,382.59999999999997,313.93346514680223,1.2187295795976634,68.66653485319772
633-44-8566,Yangon,Food and beverages,49.38,7,2019-03-27,Credit card,7.3,2019,3,Wednesday,345.66,340.6793857095536,1.0146196526686608,4.980614290446404
504-35-8843,Yangon,Sports and travel,42.47,1,2019-01-02,Cash,5.7,2019,1,Wednesday,42.47,14.678294779072463,2.8933878654999816,27.791705220927536
318-68-5053,Mandalay,Health and beauty,76.99,6,2019-02-27,Cash,6.1,2019,2,Wednesday,461.93999999999994,416.96735337675307,1.1078565174444523,44.972646623246845
565-80-5980,Naypyitaw,Home and lifestyle,47.38,4,2019-01-23,Cash,7.1,2019,1,Wednesday,189.52,146.38733123413996,1.2946475518217575,43.13266876586005
225-32-0908,Naypyitaw,Sports and travel,44.86,10,2019-01-26,Ewallet,8.2,2019,1,Saturday,448.6,329.3113610108759,1.3622366341171706,119.28863898912411
873-51-0671,Yangon,Sports and travel,21.98,7,2019-01-10,Ewallet,5.1,2019,1,Thursday,153.86,110.16005386637397,1.3966950323629546,43.69994613362604
152-08-9985,Mandalay,Health and beauty,64.36,9,2019-03-12,Credit card,8.6,2019,3,Tuesday,579.24,562.3281120518415,1.0300747687794762,16.911887948158522
512-91-0811,Naypyitaw,Health and beauty,89.75,1,2019-02-06,Credit card,6.6,2019,2,Wednesday,89.75,48.55439708432608,1.8484422707201598,41.19560291567392
594-34-4444,Yangon,Electronic accessories,97.16,1,2019-03-08,Ewallet,7.2,2019,3,Friday,97.16,60.59518181640739,1.6034278153397987,36.56481818359261
766-85-7061,Mandalay,Health and beauty,87.87,10,2019-03-29,Ewallet,5.1,2019,3,Friday,878.7,830.1422132409422,1.0584933352196177,48.55778675905786
871-39-9221,Naypyitaw,Electronic accessories,12.45,6,2019-02-09,Cash,4.1,2019,2,Saturday,74.69999999999999,42.98158098239909,1.7379537535064045,31.7184190176009
865-92-6136,Yangon,Food and beverages,52.75,3,2019-03-23,Ewallet,9.3,2019,3,Saturday,158.25,148.46610312639035,1.0658998698529896,9.783896873609642
733-01-9107,Mandalay,Home and lifestyle,82.7,6,2019-03-05,Cash,7.4,2019,3,Tuesday,496.20000000000005,483.98481414555704,1.025238779187748,12.21518585444298
163-56-7055,Naypyitaw,Fashion accessories,48.71,1,2019-03-26,Cash,4.1,2019,3,Tuesday,48.71,1.18076418528198,41.2529450055834,47.52923581471802
189-98-2939,Naypyitaw,Fashion accessories,78.55,9,2019-03-01,Cash,7.2,2019,3,Friday,706.9499999999999,665.7810233799739,1.061835611371173,41.168976620025944
551-21-3069,Naypyitaw,Electronic accessories,23.07,9,2019-02-01,Cash,4.9,2019,2,Friday,207.63,128.7351266973356,1.6128465114898376,78.8948733026644
212-62-1842,Yangon,Food and beverages,58.26,6,2019-03-28,Cash,9.9,2019,3,Thursday,349.56,340.288305764518,1.0272465849646273,9.271694235481997
716-39-1409,Mandalay,Health and beauty,30.35,7,2019-03-19,Cash,8.0,2019,3,Tuesday,212.45000000000002,189.36907888193565,1.1218832623273962,23.080921118064374
704-48-3927,Yangon,Electronic accessories,88.67,10,2019-01-12,Ewallet,7.3,2019,1,Saturday,886.7,849.2670822573907,1.0440767321901974,37.4329177426093
628-34-3388,Naypyitaw,Fashion accessories,27.38,6,2019-01-05,Credit card,7.9,2019,1,Saturday,164.28,68.30840705477878,2.4049748352096456,95.97159294522122
630-74-5166,Yangon,Sports and travel,62.13,6,2019-03-22,Cash,7.4,2019,3,Friday,372.78000000000003,350.80287231391736,1.0626480836405934,21.97712768608265
588-01-7461,Naypyitaw,Food and beverages,33.98,9,2019-03-24,Cash,4.2,2019,3,Sunday,305.82,297.19035863028176,1.0290374203574144,8.629641369718216
861-77-0145,Naypyitaw,Electronic accessories,81.97,10,2019-03-03,Cash,9.2,2019,3,Sunday,819.7,755.8937754736197,1.0844116284545422,63.80622452638031
479-26-8945,Mandalay,Sports and travel,16.49,2,2019-02-05,Ewallet,4.6,2019,2,Tuesday,32.98,-114.37138419161451,-0.2883588428443452,147.3513841916145
210-67-5886,Naypyitaw,Health and beauty,98.21,3,2019-02-05,Credit card,7.8,2019,2,Tuesday,294.63,277.7576154395729,1.0607449935575133,16.87238456042711
227-78-1148,Mandalay,Fashion accessories,72.84,7,2019-02-15,Cash,8.4,2019,2,Friday,509.88,465.9642868095083,1.0942469507506376,43.91571319049174
645-44-1170,Yangon,Home and lifestyle,58.07,9,2019-01-19,Ewallet,4.3,2019,1,Saturday,522.63,480.9684351443126,1.086620164259193,41.661564855687374
237-01-6122,Naypyitaw,Home and lifestyle,80.79,9,2019-02-01,Credit card,9.5,2019,2,Friday,727.11,686.3817237481081,1.0593376467390303,40.728276251891934
225-98-1496,Naypyitaw,Fashion accessories,27.02,3,2019-03-02,Credit card,7.1,2019,3,Saturday,81.06,-3.5924988048172395,-22.56368182817635,84.65249880481724
291-32-1427,Mandalay,Fashion accessories,21.94,5,2019-03-05,Ewallet,5.3,2019,3,Tuesday,109.7,19.633625042426118,5.587353316718145,90.06637495757388
659-65-8956,Mandalay,Fashion accessories,51.36,1,2019-01-16,Ewallet,5.2,2019,1,Wednesday,51.36,-14.810932186922727,-3.4677088080484344,66.17093218692273
642-32-2990,Yangon,Food and beverages,10.96,10,2019-02-02,Ewallet,6.0,2019,2,Saturday,109.60000000000001,105.97678110655933,1.0341887992408219,3.623218893440679
378-24-2715,Mandalay,Home and lifestyle,53.44,2,2019-01-20,Ewallet,4.1,2019,1,Sunday,106.88,96.3025424322738,1.109835704235586,10.577457567726194
638-60-7125,Yangon,Electronic accessories,99.56,8,2019-02-14,Credit card,5.2,2019,2,Thursday,796.48,785.6932505909094,1.0137289577083397,10.786749409090543
659-36-1684,Naypyitaw,Sports and travel,57.12,7,2019-01-12,Credit card,6.5,2019,1,Saturday,399.84,204.99453899773462,1.9504909835886828,194.84546100226535
219-22-9386,Mandalay,Sports and travel,99.96,9,2019-03-09,Credit card,4.2,2019,3,Saturday,899.64,840.2776691187437,1.0706460888619278,59.36233088125635
336-78-2147,Naypyitaw,Home and lifestyle,63.91,8,2019-03-13,Credit card,4.6,2019,3,Wednesday,511.28,489.4258504608116,1.044652626171282,21.854149539188352
268-27-6179,Mandalay,Fashion accessories,56.47,8,2019-03-09,Ewallet,7.3,2019,3,Saturday,451.76,418.68076643907284,1.0790082473629485,33.079233560927165
668-90-8900,Yangon,Home and lifestyle,93.69,7,2019-03-10,Credit card,4.5,2019,3,Sunday,655.8299999999999,635.5591328631274,1.0318945414969563,20.270867136872546
870-54-3162,Yangon,Sports and travel,32.25,5,2019-01-27,Cash,9.0,2019,1,Sunday,161.25,49.48338688327013,3.2586694273854793,111.76661311672987
189-08-9157,Naypyitaw,Fashion accessories,31.73,9,2019-01-08,Credit card,5.9,2019,1,Tuesday,285.57,270.36609029401797,1.0562345288547395,15.203909705982007
663-86-9076,Naypyitaw,Food and beverages,68.54,8,2019-01-08,Ewallet,8.5,2019,1,Tuesday,548.32,543.5694221255206,1.0087395973377296,4.750577874479379
549-84-7482,Mandalay,Sports and travel,90.28,9,2019-02-08,Ewallet,7.2,2019,2,Friday,812.52,668.3824568300665,1.2156512961957944,144.1375431699335
191-10-6171,Mandalay,Fashion accessories,39.62,7,2019-01-25,Cash,7.5,2019,1,Friday,277.34,180.69889196237799,1.534818487197713,96.64110803762199
802-70-5316,Yangon,Sports and travel,92.13,6,2019-03-06,Cash,8.3,2019,3,Wednesday,552.78,423.22726834851505,1.306106768963672,129.55273165148492
695-51-0018,Mandalay,Sports and travel,34.84,4,2019-02-10,Cash,7.4,2019,2,Sunday,139.36,105.5496210333961,1.3203268627170746,33.81037896660392
590-83-4591,Mandalay,Electronic accessories,87.45,6,2019-02-17,Credit card,8.8,2019,2,Sunday,524.7,457.53111446464766,1.1468072518170616,67.16888553535242
483-71-1164,Naypyitaw,Health and beauty,81.3,6,2019-03-08,Ewallet,5.3,2019,3,Friday,487.79999999999995,454.1052860408798,1.0742002240336987,33.69471395912018
597-78-7908,Naypyitaw,Fashion accessories,90.22,3,2019-02-18,Cash,6.2,2019,2,Monday,270.65999999999997,206.48791641396946,1.310778880917068,64.17208358603051
700-81-1757,Yangon,Electronic accessories,26.31,5,2019-01-18,Credit card,8.8,2019,1,Friday,131.54999999999998,93.9587032048326,1.4000831803012148,37.59129679516738
354-39-5160,Yangon,Home and lifestyle,34.42,6,2019-02-18,Cash,9.8,2019,2,Monday,206.52,188.10410118861972,1.0979026969375532,18.415898811380277
241-72-9525,Mandalay,Sports and travel,51.91,10,2019-02-16,Cash,8.2,2019,2,Saturday,519.0999999999999,341.51235986947603,1.5200035518433266,177.58764013052388
575-30-8091,Yangon,Sports and travel,72.5,8,2019-03-16,Ewallet,9.2,2019,3,Saturday,580.0,510.79941796780906,1.1354750604601354,69.20058203219097
731-81-9469,Naypyitaw,Sports and travel,89.8,10,2019-01-23,Credit card,5.4,2019,1,Wednesday,898.0,704.8920047203703,1.2739540156314233,193.10799527962962
280-17-4359,Naypyitaw,Health and beauty,90.5,10,2019-01-25,Cash,8.1,2019,1,Friday,905.0,870.3943889247674,1.0397585410884624,34.60561107523255
338-65-2210,Naypyitaw,Health and beauty,68.6,10,2019-02-05,Cash,9.1,2019,2,Tuesday,686.0,672.8824843161715,1.019494512027846,13.117515683828483
488-25-4221,Naypyitaw,Food and beverages,30.41,1,2019-02-22,Credit card,8.4,2019,2,Friday,30.41,27.347584501775703,1.111981206165592,3.062415498224298
239-10-7476,Yangon,Home and lifestyle,77.95,6,2019-01-21,Ewallet,8.0,2019,1,Monday,467.70000000000005,434.4710572155151,1.0764813725393958,33.22894278448495
458-41-1477,Naypyitaw,Health and beauty,46.26,6,2019-03-08,Credit card,9.5,2019,3,Friday,277.56,231.16187494306914,1.2007170302990398,46.39812505693087
685-64-1609,Yangon,Fashion accessories,30.14,10,2019-02-10,Ewallet,9.2,2019,2,Sunday,301.4,273.05656929824215,1.10380058159597,28.343430701757853
568-90-5112,Naypyitaw,Health and beauty,66.14,4,2019-03-19,Credit card,5.6,2019,3,Tuesday,264.56,215.30195205837325,1.2287858863828218,49.258047941626764
262-47-2794,Mandalay,Home and lifestyle,71.86,8,2019-03-06,Credit card,6.2,2019,3,Wednesday,574.88,529.8523588479844,1.0849814866350989,45.02764115201559
238-49-0436,Yangon,Health and beauty,32.46,8,2019-03-27,Credit card,4.9,2019,3,Wednesday,259.68,226.86906798806675,1.1446249693839228,32.81093201193326
608-96-3517,Mandalay,Fashion accessories,91.54,4,2019-03-23,Credit card,4.8,2019,3,Saturday,366.16,277.92839614530425,1.3174616378837636,88.23160385469576
584-86-7256,Naypyitaw,Sports and travel,34.56,7,2019-03-11,Credit card,7.3,2019,3,Monday,241.92000000000002,69.7503763409531,3.468368382952503,172.16962365904692
746-94-0204,Yangon,Fashion accessories,83.24,9,2019-01-29,Credit card,7.4,2019,1,Tuesday,749.16,696.8091637252284,1.0751293740095171,52.350836274771595
214-17-6927,Naypyitaw,Food and beverages,16.48,6,2019-02-07,Ewallet,9.9,2019,2,Thursday,98.88,90.35280655409638,1.0943766305786882,8.527193445903618
400-89-4171,Naypyitaw,Sports and travel,80.97,8,2019-01-28,Cash,9.3,2019,1,Monday,647.76,533.6048070172338,1.2139320925927852,114.1551929827662
782-95-9291,Yangon,Food and beverages,92.29,5,2019-02-20,Credit card,9.0,2019,2,Wednesday,461.45000000000005,460.0017408296457,1.0031483775860115,1.44825917035433
279-74-2924,Mandalay,Electronic accessories,72.17,1,2019-01-04,Cash,6.1,2019,1,Friday,72.17,40.58003717292835,1.7784606675556687,31.589962827071652
307-85-2293,Mandalay,Home and lifestyle,50.28,5,2019-03-07,Ewallet,9.7,2019,3,Thursday,251.4,239.06742506533033,1.0515861787999747,12.33257493466969
743-04-1105,Mandalay,Health and beauty,97.22,9,2019-03-30,Ewallet,6.0,2019,3,Saturday,874.98,857.5457314480984,1.0203304242707396,17.434268551901624
423-57-2993,Mandalay,Sports and travel,93.39,6,2019-03-27,Ewallet,10.0,2019,3,Wednesday,560.34,421.28496881573585,1.3300735641605217,139.05503118426415
894-41-5205,Naypyitaw,Food and beverages,43.18,8,2019-01-19,Credit card,8.3,2019,1,Saturday,345.44,342.4550895598506,1.0087162098948095,2.984910440149429
275-28-0149,Yangon,Sports and travel,63.69,1,2019-02-25,Cash,6.0,2019,2,Monday,63.69,-96.56875443192018,-0.6595300972314051,160.25875443192018
101-17-6199,Yangon,Food and beverages,45.79,7,2019-03-13,Credit card,7.0,2019,3,Wednesday,320.53,313.56644052891056,1.0222076044213901,6.9635594710894
423-80-0988,Naypyitaw,Sports and travel,76.4,2,2019-01-30,Ewallet,6.5,2019,1,Wednesday,152.8,89.37350659279402,1.7096789174468838,63.426493407205996
548-46-9322,Mandalay,Food and beverages,39.9,10,2019-02-20,Credit card,5.9,2019,2,Wednesday,399.0,391.92799814842675,1.0180441353641059,7.072001851573275
505-02-0892,Mandalay,Health and beauty,42.57,8,2019-02-25,Ewallet,5.6,2019,2,Monday,340.56,324.99167912164614,1.0479037522450738,15.568320878353886
234-65-2137,Naypyitaw,Home and lifestyle,95.58,10,2019-01-16,Cash,4.8,2019,1,Wednesday,955.8,911.9179976671197,1.0481205573803125,43.8820023328802
687-47-8271,Yangon,Fashion accessories,98.98,10,2019-02-08,Credit card,8.7,2019,2,Friday,989.8000000000001,965.6747580307306,1.0249827820067154,24.125241969269496
796-32-9050,Yangon,Food and beverages,51.28,6,2019-01-19,Cash,6.5,2019,1,Saturday,307.68,303.2787042066884,1.0145123799734783,4.401295793311597
105-31-1824,Yangon,Sports and travel,69.52,7,2019-02-01,Credit card,8.5,2019,2,Friday,486.64,403.5910560150578,1.2057749862074338,83.04894398494218
249-42-3782,Yangon,Health and beauty,70.01,5,2019-01-03,Ewallet,5.5,2019,1,Thursday,350.05,320.1955099765196,1.0932383156330634,29.854490023480437
316-55-4634,Mandalay,Food and beverages,80.05,5,2019-01-26,Credit card,9.4,2019,1,Saturday,400.25,398.3613290762903,1.004741100066337,1.8886709237096961
733-33-4967,Naypyitaw,Electronic accessories,20.85,8,2019-03-03,Cash,6.3,2019,3,Sunday,166.8,156.36368485224673,1.066743855247559,10.436315147753268
608-27-6295,Mandalay,Electronic accessories,52.89,6,2019-01-19,Credit card,9.8,2019,1,Saturday,317.34000000000003,269.0523442286448,1.1794730906723474,48.287655771355226
414-12-7047,Mandalay,Food and beverages,19.79,8,2019-01-18,Ewallet,8.7,2019,1,Friday,158.32,157.02602272157395,1.0082405276271973,1.2939772784260501
827-26-2100,Yangon,Home and lifestyle,33.84,9,2019-03-21,Ewallet,8.8,2019,3,Thursday,304.56000000000006,262.71949339373907,1.1592592390681662,41.840506606260966
175-54-2529,Yangon,Food and beverages,22.17,8,2019-03-03,Credit card,9.6,2019,3,Sunday,177.36,172.87114886008345,1.0259664563434452,4.48885113991655
139-52-2867,Naypyitaw,Fashion accessories,22.51,7,2019-02-13,Credit card,4.8,2019,2,Wednesday,157.57000000000002,108.11520349191677,1.457426845723698,49.45479650808325
